-0.024339,-0.03941,-0.049875,0,-0.0026331,-0.00058623,-0.052509,-0.082973,-0.11603
0.0074771,-0.012754,-0.015507,0,-0.0056531,-0.0018391,-0.052809,-0.085229,-0.13911
0.0095846,-0.012624,-0.0044563,0,-0.006204,-0.0084102,-0.051485,-0.085713,-0.15772
0.010452,-0.013568,-0.0064991,0,-0.0053782,-0.017947,-0.049416,-0.11106,-0.17832
0.0010761,-0.012239,-0.0082169,0,-0.0020455,-0.027936,-0.0712,-0.12583,-0.19187
0.0091513,-0.007253,-0.010722,0,0.00054008,-0.049677,-0.095795,-0.14893,-0.21607
0.028622,0.029898,0.016698,0,0.017304,-0.054559,-0.096077,-0.14062,-0.21839
0.03608,0.035614,0.0070614,0,-0.013013,-0.059139,-0.080483,-0.14631,-0.2246
0.073322,0.042916,0.021715,0,-0.0039809,-0.053489,-0.057513,-0.13682,-0.2185
0.078785,0.049466,0.027333,0,0.0012096,-0.044044,-0.062093,-0.11635,-0.20007
0.059563,0.063029,0.036318,0,0.014923,-0.042634,-0.067411,-0.12661,-0.21339
