0.09052,0.39211,0.039647,0.27571,0,0.084368,-0.03181,-0.074548
0.095437,0.38447,0.050664,0.25124,0,0.073305,-0.026062,-0.12016
0.1032,0.32853,0.038572,0.20091,0,0.049402,-0.021931,-0.14838
0.082538,0.32738,0.03358,0.18095,0,0.052357,-0.048654,-0.19169
0.082223,0.28338,0.033669,0.15517,0,0.033911,-0.051467,-0.21306
0.050685,0.23505,0.020369,0.11662,0,-0.011619,-0.059483,-0.2883
0.11301,0.16421,0.072872,0.038468,0,-0.087856,-0.024702,-0.34023
0.061863,0.16611,0.023878,0.012154,0,-0.10233,-0.092412,-0.35743
0.043057,0.098093,0.01255,-0.03604,0,-0.10599,-0.099252,-0.37945
0.062084,0.05543,0.017965,-0.084692,0,-0.14799,-0.092935,-0.34704
0.079503,0.033293,0.044855,-0.12552,0,-0.21268,-0.078311,-0.36199
