0.12907,0.46242,0.056747,0.31926,0,0.096374,-0.053949,-0.11021
0.12551,0.43945,0.055761,0.28189,0,0.064056,-0.054205,-0.16389
0.11846,0.4071,0.046971,0.24317,0,0.034804,-0.058178,-0.19692
0.10353,0.37839,0.038728,0.21221,0,0.0029942,-0.066221,-0.23501
0.089817,0.33503,0.03468,0.17943,0,-0.025377,-0.06519,-0.26618
0.075031,0.28066,0.033945,0.13823,0,-0.068586,-0.072189,-0.32052
0.061544,0.23635,0.022734,0.097503,0,-0.11013,-0.088669,-0.3377
0.087152,0.15839,0.048592,0.0081786,0,-0.16531,-0.073369,-0.3875
0.095642,0.10681,0.061286,-0.042341,0,-0.22911,-0.069611,-0.42264
0.094878,0.045883,0.050154,-0.10226,0,-0.25801,-0.071651,-0.40712
0.10209,0.0051755,0.057492,-0.15475,0,-0.3111,-0.068314,-0.40686
