0.0010708,-0.0040113,-0.013321,0,-0.0040705,-0.0050105,-0.0052033,-0.0233,-0.025331
0.0017125,-0.0026177,-0.010085,0,-0.0048319,-0.0042755,-0.005695,-0.024684,-0.031292
0.0029751,-0.0023687,-0.0063571,0,-0.0046816,-0.0034336,-0.0059395,-0.025811,-0.037129
0.0027534,-0.0017893,-0.0032915,0,-0.0042524,-0.0036124,-0.0081257,-0.029096,-0.038712
0.003594,-0.00040333,0.00037227,0,-0.003813,-0.0036629,-0.010347,-0.03029,-0.040049
0.0034875,0.0025905,0.0038109,0,-0.0025545,-0.0059572,-0.014914,-0.033154,-0.044286
0.0062469,0.0068428,0.0089667,0,-0.0017224,-0.0052292,-0.018496,-0.038911,-0.050285
0.011001,0.012446,0.013469,0,-0.00555,-0.004716,-0.020216,-0.042842,-0.054447
0.013141,0.019722,0.022739,0,-0.0037812,-0.00096103,-0.025408,-0.045501,-0.056077
0.01654,0.016026,0.033046,0,-0.00048652,0.0060661,-0.022886,-0.043413,-0.054388
0.018843,0.023329,0.037875,0,0.0042938,0.011089,-0.02052,-0.04052,-0.04971
