-0.044507,-0.037263,-0.043897,0,0.010309,-0.0040991,0.0049365,0.079466,0.092512
-0.046213,-0.041037,-0.054197,0,0.011356,-6.5701e-05,0.0078757,0.086783,0.11393
-0.05029,-0.038112,-0.04824,0,0.016461,0.014998,0.0088573,0.088734,0.13884
-0.057427,-0.030781,-0.03766,0,0.027906,0.039099,0.0092437,0.062018,0.1188
-0.050705,-0.019277,-0.021599,0,0.041316,0.066622,0.0080009,0.042107,0.11756
-0.044822,-0.004936,0.0054761,0,0.048441,0.084903,0.0076704,0.026913,0.12036
-0.043899,0.027299,0.055462,0,0.067738,0.12467,0.0080307,0.051272,0.15179
-0.021116,0.019809,0.074865,0,0.043871,0.14263,0.0026071,0.056382,0.1552
-0.029369,0.035061,0.11625,0,0.041846,0.14417,0.010978,0.054364,0.16266
-0.03598,0.036894,0.16038,0,0.059942,0.18824,0.01711,0.070827,0.18602
-0.040979,0.041581,0.18038,0,0.075475,0.20687,0.019408,0.088106,0.20228
